9.626611328125000000e+02,-3.521809082031250000e+02,6.172700683593750000e+03,1.028299926757812500e+03,-4.348959350585937500e+02,6.195266601562500000e+03,9.041859130859375000e+02,-4.388059082031250000e+02,6.147571777343750000e+03,9.543837890625000000e+02,-2.622122497558593750e+02,6.210710449218750000e+03,1.113938476562500000e+03,-7.970382690429687500e+02,6.122388183593750000e+03,8.027039794921875000e+02,-8.080059204101562500e+02,6.108377929687500000e+03,9.483946533203125000e+02,-1.397761840820312500e+02,6.182933593750000000e+03,1.154192138671875000e+03,-1.174951293945312500e+03,6.155913085937500000e+03,7.719830322265625000e+02,-1.183187622070312500e+03,6.237523437500000000e+03,9.621383056640625000e+02,-9.337777709960937500e+01,6.187695312500000000e+03,1.198762817382812500e+03,-1.231110351562500000e+03,6.058670410156250000e+03,7.365858154296875000e+02,-1.242779174804687500e+03,6.123915039062500000e+03,9.578757934570312500e+02,1.143581695556640625e+02,6.243707519531250000e+03,1.012420043945312500e+03,1.530850028991699219e+01,6.265811523437500000e+03,8.952329101562500000e+02,3.201285934448242188e+01,6.182708984375000000e+03,9.976240234375000000e+02,1.715715026855468750e+02,6.243361328125000000e+03,1.078825439453125000e+03,2.492544746398925781e+01,6.328962890625000000e+03,8.171415405273437500e+02,4.470470428466796875e+01,6.151390136718750000e+03,1.120269897460937500e+03,-1.464824523925781250e+02,6.480749023437500000e+03,6.860181884765625000e+02,-1.719396972656250000e+02,6.184608398437500000e+03,1.243231689453125000e+03,-1.649545593261718750e+02,6.466685058593750000e+03,6.833040161132812500e+02,-3.963164062500000000e+02,6.106976074218750000e+03,1.277604125976562500e+03,-1.801629180908203125e+02,6.492478515625000000e+03,6.904124755859375000e+02,-4.677400512695312500e+02,6.100891113281250000e+03
9.525484619140625000e+02,-3.562940368652343750e+02,6.151118652343750000e+03,1.016367553710937500e+03,-4.392164611816406250e+02,6.173195800781250000e+03,8.944049072265625000e+02,-4.428533325195312500e+02,6.130349121093750000e+03,9.474893798828125000e+02,-2.654736633300781250e+02,6.185160156250000000e+03,1.104091186523437500e+03,-7.951571655273437500e+02,6.096511230468750000e+03,7.946586303710937500e+02,-8.055649414062500000e+02,6.091111328125000000e+03,9.437892456054687500e+02,-1.419595947265625000e+02,6.154823242187500000e+03,1.152341796875000000e+03,-1.173169189453125000e+03,6.143792480468750000e+03,7.732027587890625000e+02,-1.176702636718750000e+03,6.227141601562500000e+03,9.585945434570312500e+02,-9.605673980712890625e+01,6.155938964843750000e+03,1.193480834960937500e+03,-1.229443969726562500e+03,6.044264648437500000e+03,7.352080688476562500e+02,-1.239434814453125000e+03,6.112317382812500000e+03,9.592301025390625000e+02,1.137392425537109375e+02,6.200798339843750000e+03,1.012634948730468750e+03,1.609542465209960938e+01,6.224712402343750000e+03,8.929401245117187500e+02,2.880943298339843750e+01,6.147960449218750000e+03,1.001861145019531250e+03,1.690361175537109375e+02,6.198893066406250000e+03,1.091697998046875000e+03,3.090086746215820312e+01,6.278398437500000000e+03,8.199193115234375000e+02,4.090507888793945312e+01,6.117272460937500000e+03,1.259870483398437500e+03,-9.771410369873046875e+01,6.392961914062500000e+03,6.991614379882812500e+02,-1.797975616455078125e+02,6.155981445312500000e+03,1.337647216796875000e+03,-7.056782531738281250e+01,6.426899414062500000e+03,6.751810302734375000e+02,-3.952590942382812500e+02,6.080142578125000000e+03,1.379044189453125000e+03,-6.614878845214843750e+01,6.475232421875000000e+03,6.758505859375000000e+02,-4.661870117187500000e+02,6.072258300781250000e+03
9.490131835937500000e+02,-3.583374938964843750e+02,6.163482910156250000e+03,1.011962402343750000e+03,-4.418796997070312500e+02,6.182720703125000000e+03,8.894732666015625000e+02,-4.450396423339843750e+02,6.144990234375000000e+03,9.446893310546875000e+02,-2.685176391601562500e+02,6.198216796875000000e+03,1.098844604492187500e+03,-7.944541625976562500e+02,6.104918945312500000e+03,7.902130737304687500e+02,-8.029687500000000000e+02,6.100504882812500000e+03,9.442729492187500000e+02,-1.418133087158203125e+02,6.168217773437500000e+03,1.154558837890625000e+03,-1.168863525390625000e+03,6.149712890625000000e+03,7.735384521484375000e+02,-1.174212890625000000e+03,6.227784179687500000e+03,9.612324218750000000e+02,-9.732504272460937500e+01,6.168216796875000000e+03,1.189803344726562500e+03,-1.226343017578125000e+03,6.048730468750000000e+03,7.332390136718750000e+02,-1.235806762695312500e+03,6.113545898437500000e+03,9.746734619140625000e+02,1.114640884399414062e+02,6.209246093750000000e+03,1.022591613769531250e+03,1.122141551971435547e+01,6.233937011718750000e+03,9.022506713867187500e+02,2.917988204956054688e+01,6.159870117187500000e+03,1.019493347167968750e+03,1.674157714843750000e+02,6.205770507812500000e+03,1.101990600585937500e+03,1.596454429626464844e+01,6.284336914062500000e+03,8.303727416992187500e+02,3.933693313598632812e+01,6.129147460937500000e+03,1.230428344726562500e+03,-1.619369506835937500e+02,6.396226074218750000e+03,7.274604492187500000e+02,-1.801782989501953125e+02,6.161429687500000000e+03,1.332968994140625000e+03,-2.039951477050781250e+02,6.451471679687500000e+03,6.737493896484375000e+02,-3.899791870117187500e+02,6.081341308593750000e+03,1.370797485351562500e+03,-2.223455352783203125e+02,6.511617187500000000e+03,6.641139526367187500e+02,-4.590100097656250000e+02,6.071231445312500000e+03
9.429479370117187500e+02,-3.619364624023437500e+02,6.137881835937500000e+03,1.004774230957031250e+03,-4.470392150878906250e+02,6.160676757812500000e+03,8.843095703125000000e+02,-4.476707153320312500e+02,6.116734375000000000e+03,9.372335205078125000e+02,-2.711566772460937500e+02,6.172509277343750000e+03,1.095649291992187500e+03,-7.978336181640625000e+02,6.084791015625000000e+03,7.859355468750000000e+02,-8.047411499023437500e+02,6.076912597656250000e+03,9.379946289062500000e+02,-1.439601745605468750e+02,6.142382324218750000e+03,1.149657104492187500e+03,-1.167109252929687500e+03,6.127068847656250000e+03,7.702119140625000000e+02,-1.172364013671875000e+03,6.207116210937500000e+03,9.567742919921875000e+02,-9.977510070800781250e+01,6.140382812500000000e+03,1.189359008789062500e+03,-1.221971435546875000e+03,6.024458984375000000e+03,7.301300048828125000e+02,-1.234196533203125000e+03,6.089297851562500000e+03,9.732205810546875000e+02,1.102858276367187500e+02,6.174731445312500000e+03,1.016487487792968750e+03,8.696215629577636719e+00,6.207313964843750000e+03,9.015944213867187500e+02,2.729615402221679688e+01,6.124980957031250000e+03,1.021949707031250000e+03,1.643720092773437500e+02,6.166520996093750000e+03,1.089679443359375000e+03,8.844804763793945312e+00,6.261760742187500000e+03,8.320629882812500000e+02,3.501589202880859375e+01,6.087780273437500000e+03,1.169505981445312500e+03,-1.818388671875000000e+02,6.394420410156250000e+03,7.405732421875000000e+02,-1.925345001220703125e+02,6.109333007812500000e+03,1.310172119140625000e+03,-3.089556274414062500e+02,6.501606933593750000e+03,6.747717895507812500e+02,-3.939219970703125000e+02,6.011070312500000000e+03,1.360813720703125000e+03,-3.515818481445312500e+02,6.571150878906250000e+03,6.596671752929687500e+02,-4.607725524902343750e+02,5.999255371093750000e+03
9.411097412109375000e+02,-3.587557373046875000e+02,6.135309082031250000e+03,1.004492004394531250e+03,-4.429232482910156250e+02,6.159467773437500000e+03,8.844681396484375000e+02,-4.463374938964843750e+02,6.111896972656250000e+03,9.315644531250000000e+02,-2.677088317871093750e+02,6.173017089843750000e+03,1.095512451171875000e+03,-7.927167358398437500e+02,6.084520507812500000e+03,7.886920776367187500e+02,-7.986287841796875000e+02,6.072886718750000000e+03,9.273021240234375000e+02,-1.395782012939453125e+02,6.142553222656250000e+03,1.149146728515625000e+03,-1.160791625976562500e+03,6.122377929687500000e+03,7.679595336914062500e+02,-1.167331665039062500e+03,6.200014648437500000e+03,9.487340087890625000e+02,-9.785667419433593750e+01,6.137003906250000000e+03,1.190032836914062500e+03,-1.216861572265625000e+03,6.021593261718750000e+03,7.307620849609375000e+02,-1.227931396484375000e+03,6.081165039062500000e+03,9.694150390625000000e+02,1.091788787841796875e+02,6.164758300781250000e+03,1.008842651367187500e+03,8.774218559265136719e+00,6.204286132812500000e+03,8.965056762695312500e+02,2.647021484375000000e+01,6.115573730468750000e+03,1.022492980957031250e+03,1.614255523681640625e+02,6.148987304687500000e+03,1.079306640625000000e+03,-3.510612547397613525e-01,6.254450683593750000e+03,8.304871215820312500e+02,2.530365943908691406e+01,6.068962890625000000e+03,1.137027099609375000e+03,-2.195369110107421875e+02,6.352067382812500000e+03,7.676739501953125000e+02,-2.102486877441406250e+02,6.074524902343750000e+03,1.260400146484375000e+03,-3.909771728515625000e+02,6.408000000000000000e+03,6.955884399414062500e+02,-4.132719116210937500e+02,5.980620117187500000e+03,1.300690185546875000e+03,-4.488663940429687500e+02,6.446100097656250000e+03,6.734364013671875000e+02,-4.774200744628906250e+02,5.976459472656250000e+03
9.446510009765625000e+02,-3.595186157226562500e+02,6.122175781250000000e+03,1.006969543457031250e+03,-4.435356445312500000e+02,6.149209472656250000e+03,8.914134521484375000e+02,-4.460649414062500000e+02,6.095817382812500000e+03,9.316740112304687500e+02,-2.684977416992187500e+02,6.159604492187500000e+03,1.096966918945312500e+03,-7.953900146484375000e+02,6.074517089843750000e+03,7.949412231445312500e+02,-7.929700317382812500e+02,6.065978027343750000e+03,9.245256958007812500e+02,-1.452404785156250000e+02,6.129269042968750000e+03,1.147876586914062500e+03,-1.161673217773437500e+03,6.114508300781250000e+03,7.649334716796875000e+02,-1.165034667968750000e+03,6.186399902343750000e+03,9.465042724609375000e+02,-1.044488754272460938e+02,6.123076660156250000e+03,1.193702392578125000e+03,-1.215670776367187500e+03,6.015508789062500000e+03,7.326195068359375000e+02,-1.224113525390625000e+03,6.066528808593750000e+03,9.668609619140625000e+02,1.045535736083984375e+02,6.147634277343750000e+03,1.005084838867187500e+03,1.526238918304443359e+00,6.190069335937500000e+03,8.949589843750000000e+02,2.248349380493164062e+01,6.097631347656250000e+03,1.018767578125000000e+03,1.519994201660156250e+02,6.123604492187500000e+03,1.071531860351562500e+03,-1.323753070831298828e+01,6.236993164062500000e+03,8.325301513671875000e+02,2.156856155395507812e+01,6.042687988281250000e+03,1.114715454101562500e+03,-2.525835723876953125e+02,6.297780761718750000e+03,7.913035278320312500e+02,-2.175919952392578125e+02,6.015366210937500000e+03,1.211783691406250000e+03,-4.480313110351562500e+02,6.311349121093750000e+03,7.181118164062500000e+02,-4.106202087402343750e+02,5.895922851562500000e+03,1.241156860351562500e+03,-5.145665283203125000e+02,6.328250976562500000e+03,6.893956909179687500e+02,-4.735660095214843750e+02,5.878522460937500000e+03
9.436858520507812500e+02,-3.654048461914062500e+02,6.106674804687500000e+03,1.006683471679687500e+03,-4.501720275878906250e+02,6.128396484375000000e+03,8.882929687500000000e+02,-4.506701049804687500e+02,6.078884765625000000e+03,9.325761718750000000e+02,-2.742934570312500000e+02,6.150112304687500000e+03,1.101827880859375000e+03,-8.000585937500000000e+02,6.049743164062500000e+03,7.938809814453125000e+02,-7.925134277343750000e+02,6.048221191406250000e+03,9.240887451171875000e+02,-1.517975616455078125e+02,6.123796875000000000e+03,1.147031982421875000e+03,-1.161606811523437500e+03,6.083825683593750000e+03,7.612692871093750000e+02,-1.164322387695312500e+03,6.168841796875000000e+03,9.450421752929687500e+02,-1.109016494750976562e+02,6.117537597656250000e+03,1.196183349609375000e+03,-1.210174804687500000e+03,5.983930664062500000e+03,7.296951293945312500e+02,-1.220482055664062500e+03,6.053249023437500000e+03,9.683347778320312500e+02,9.966409301757812500e+01,6.150548339843750000e+03,1.007009094238281250e+03,-6.995077610015869141e+00,6.185827636718750000e+03,8.931090087890625000e+02,1.942110633850097656e+01,6.100319335937500000e+03,1.013176574707031250e+03,1.394786071777343750e+02,6.112230957031250000e+03,1.071412475585937500e+03,-2.690186500549316406e+01,6.228732421875000000e+03,8.308009643554687500e+02,2.266003799438476562e+01,6.046649414062500000e+03,1.096646240234375000e+03,-2.736854553222656250e+02,6.274516601562500000e+03,8.104586181640625000e+02,-2.023984680175781250e+02,5.975728027343750000e+03,1.176481201171875000e+03,-4.897084960937500000e+02,6.255202148437500000e+03,8.184923706054687500e+02,-3.592241210937500000e+02,5.832802246093750000e+03,1.201163696289062500e+03,-5.617667846679687500e+02,6.259677246093750000e+03,8.184919433593750000e+02,-4.147951049804687500e+02,5.805608886718750000e+03
9.510387573242187500e+02,-3.562306823730468750e+02,6.115141601562500000e+03,1.014600708007812500e+03,-4.433095092773437500e+02,6.131555664062500000e+03,8.945139770507812500e+02,-4.391862182617187500e+02,6.081376464843750000e+03,9.393691406250000000e+02,-2.678612976074218750e+02,6.165634277343750000e+03,1.107219116210937500e+03,-7.897069091796875000e+02,6.054912109375000000e+03,8.004738769531250000e+02,-7.811065673828125000e+02,6.048114257812500000e+03,9.298936767578125000e+02,-1.411564941406250000e+02,6.151058593750000000e+03,1.150720092773437500e+03,-1.158375244140625000e+03,6.093577148437500000e+03,7.613259887695312500e+02,-1.157905151367187500e+03,6.155490722656250000e+03,9.498753662109375000e+02,-1.029806518554687500e+02,6.144784179687500000e+03,1.194386962890625000e+03,-1.208722045898437500e+03,5.997487304687500000e+03,7.305377197265625000e+02,-1.214575073242187500e+03,6.041070800781250000e+03,9.776918945312500000e+02,9.770304870605468750e+01,6.198266601562500000e+03,1.014574340820312500e+03,-6.987828731536865234e+00,6.224223632812500000e+03,9.004368286132812500e+02,2.728821945190429688e+01,6.142044921875000000e+03,1.014138305664062500e+03,1.329855194091796875e+02,6.148800292968750000e+03,1.075227172851562500e+03,-2.688502120971679688e+01,6.273529785156250000e+03,8.399804687500000000e+02,3.988542938232421875e+01,6.088083007812500000e+03,1.076763549804687500e+03,-2.628968200683593750e+02,6.331971191406250000e+03,8.383999023437500000e+02,-1.594770507812500000e+02,5.965084960937500000e+03,1.147615234375000000e+03,-4.447560424804687500e+02,6.319985351562500000e+03,8.372122802734375000e+02,-3.039532165527343750e+02,5.774995605468750000e+03,1.174500732421875000e+03,-5.118692321777343750e+02,6.326184570312500000e+03,8.373391723632812500e+02,-3.532261352539062500e+02,5.732530273437500000e+03
9.794181518554687500e+02,-3.619490661621093750e+02,6.237970703125000000e+03,1.047262695312500000e+03,-4.463334350585937500e+02,6.247563476562500000e+03,9.215878906250000000e+02,-4.446275939941406250e+02,6.205849609375000000e+03,9.707293090820312500e+02,-2.708644409179687500e+02,6.291584960937500000e+03,1.137759033203125000e+03,-7.994694824218750000e+02,6.167842773437500000e+03,8.228531494140625000e+02,-7.953103637695312500e+02,6.157334960937500000e+03,9.501038208007812500e+02,-1.505018768310546875e+02,6.283793945312500000e+03,1.169328735351562500e+03,-1.177360717773437500e+03,6.205804687500000000e+03,7.747321777343750000e+02,-1.177006713867187500e+03,6.257622070312500000e+03,9.659589843750000000e+02,-1.096939926147460938e+02,6.274132324218750000e+03,1.206169799804687500e+03,-1.224086914062500000e+03,6.106237792968750000e+03,7.443442382812500000e+02,-1.230648559570312500e+03,6.143585937500000000e+03,9.775186767578125000e+02,9.119786834716796875e+01,6.329422851562500000e+03,1.023674133300781250e+03,-7.270500183105468750e+00,6.348374023437500000e+03,9.061606445312500000e+02,1.696632003784179688e+01,6.282340820312500000e+03,1.010578430175781250e+03,1.180770034790039062e+02,6.274179687500000000e+03,1.083263916015625000e+03,-9.023488044738769531e+00,6.382883789062500000e+03,8.465083007812500000e+02,3.934952545166015625e+01,6.233816406250000000e+03,1.106639892578125000e+03,-1.635116882324218750e+02,6.424951660156250000e+03,9.019397583007812500e+02,-1.275048828125000000e+02,6.078742187500000000e+03,1.127077880859375000e+03,-2.845609436035156250e+02,6.381855468750000000e+03,9.781305541992187500e+02,-1.729030456542968750e+02,5.985771484375000000e+03,1.134673583984375000e+03,-3.211142578125000000e+02,6.384644042968750000e+03,1.004403442382812500e+03,-1.990941467285156250e+02,5.969262695312500000e+03
9.802518310546875000e+02,-3.600241394042968750e+02,6.216668945312500000e+03,1.048153686523437500e+03,-4.405095214843750000e+02,6.217896484375000000e+03,9.206311645507812500e+02,-4.411800842285156250e+02,6.185055664062500000e+03,9.738053588867187500e+02,-2.694594116210937500e+02,6.272013183593750000e+03,1.141804565429687500e+03,-8.006385498046875000e+02,6.147331054687500000e+03,8.240343017578125000e+02,-7.926638793945312500e+02,6.129210449218750000e+03,9.534302978515625000e+02,-1.566255950927734375e+02,6.276732910156250000e+03,1.168156616210937500e+03,-1.176972656250000000e+03,6.195872070312500000e+03,7.715159301757812500e+02,-1.174098144531250000e+03,6.217557617187500000e+03,9.695156250000000000e+02,-1.144403228759765625e+02,6.269711914062500000e+03,1.204339477539062500e+03,-1.230494262695312500e+03,6.094847656250000000e+03,7.390136108398437500e+02,-1.226316162109375000e+03,6.104692871093750000e+03,9.829593505859375000e+02,8.183438110351562500e+01,6.342317871093750000e+03,1.035402587890625000e+03,-1.499413490295410156e+01,6.343279785156250000e+03,9.047633666992187500e+02,1.125523662567138672e+01,6.297680664062500000e+03,1.014373840332031250e+03,1.129577636718750000e+02,6.292067382812500000e+03,1.104628051757812500e+03,-7.457089424133300781e+00,6.368490722656250000e+03,8.397147216796875000e+02,4.941113662719726562e+01,6.258241210937500000e+03,1.129829833984375000e+03,-1.592347717285156250e+02,6.363670410156250000e+03,8.716497802734375000e+02,-3.333514022827148438e+01,6.052866699218750000e+03,1.157982299804687500e+03,-1.834952087402343750e+02,6.300870117187500000e+03,1.006405151367187500e+03,1.673188400268554688e+01,6.054119628906250000e+03,1.163710693359375000e+03,-1.808185272216796875e+02,6.299418945312500000e+03,1.050207641601562500e+03,2.887563705444335938e+01,6.090096191406250000e+03
